ID,logFC,logCPM,LR,PValue,FDR
ENSMUSG00000059689,-0.023711649,2.401508384,0.026400064,0.870927116,0.955413376
ENSMUSG00000021481,0.040372423,0.982102356,0.026364555,0.871013189,0.955413376
ENSMUSG00000046811,-0.026011142,4.115281636,0.026347686,0.871054099,0.955413376
ENSMUSG00000023307,-0.021229106,4.983472569,0.026340349,0.871071896,0.955413376
ENSMUSG00000082178,0.03216503,1.459882961,0.026307311,0.871152072,0.955445652
ENSMUSG00000040195,-0.038047092,1.353563261,0.026267754,0.871248133,0.955471342
ENSMUSG00000034324,0.049234042,0.251349893,0.026255875,0.871276996,0.955471342
ENSMUSG00000014077,-0.02617594,7.383208505,0.026204781,0.871401211,0.955551902
ENSMUSG00000090306,-0.046846405,3.764244888,0.026142823,0.871552009,0.95560712
ENSMUSG00000046761,0.024393081,3.326617231,0.026134213,0.871572978,0.95560712
ENSMUSG00000049489,0.038039708,1.033306506,0.026121545,0.871603838,0.95560712
ENSMUSG00000034613,0.040050174,0.962451091,0.026086374,0.871689557,0.955613399
ENSMUSG00000044505,0.079384748,-1.296210046,0.026071912,0.87172482,0.955613399
ENSMUSG00000051674,0.026135458,4.026735605,0.026040151,0.871802302,0.955613399
ENSMUSG00000021458,0.029228708,2.44347534,0.026035932,0.871812596,0.955613399
ENSMUSG00000046210,-0.033910036,2.102862046,0.025988607,0.871928144,0.955671122
ENSMUSG00000031751,0.022673625,7.197694252,0.025962446,0.871992065,0.955671122
ENSMUSG00000036093,0.02733431,6.322722373,0.025952024,0.872017539,0.955671122
ENSMUSG00000020736,0.028720004,2.284847217,0.025929798,0.872071883,0.955675049
ENSMUSG00000028035,-0.030007662,4.854375896,0.025859898,0.872242946,0.955711697
ENSMUSG00000032235,-0.026990758,2.458858233,0.025854185,0.872256938,0.955711697
ENSMUSG00000035476,0.026459416,2.441874098,0.025844412,0.872280877,0.955711697
ENSMUSG00000001441,-0.025004822,2.61135466,0.025833188,0.872308376,0.955711697
ENSMUSG00000106208,0.024093068,3.003895929,0.025775998,0.872448586,0.95580969
ENSMUSG00000109866,0.081923398,-1.874067416,0.025713497,0.872601999,0.955919627
ENSMUSG00000073931,-0.029833155,2.381177584,0.02569376,0.872650483,0.955919627
ENSMUSG00000062987,-0.03643447,1.518209614,0.025631332,0.87280397,0.955962051
ENSMUSG00000041624,-0.055824183,-0.50670491,0.025624662,0.872820378,0.955962051
ENSMUSG00000081810,-0.025792253,4.562988516,0.025616063,0.872841539,0.955962051
ENSMUSG00000095723,0.086002749,-0.799661097,0.025568741,0.872958047,0.955962193
ENSMUSG00000041028,-0.023216655,6.680864449,0.025544908,0.873016767,0.955962193
ENSMUSG00000066839,0.020388954,3.807200294,0.025529641,0.873054397,0.955962193
ENSMUSG00000083362,-0.03174503,2.362428658,0.025521592,0.873074242,0.955962193
ENSMUSG00000016757,0.03092661,1.376742246,0.02551295,0.873095549,0.955962193
ENSMUSG00000082417,0.023415732,2.619018084,0.02547141,0.873198029,0.956000571
ENSMUSG00000069744,0.022480874,4.416386667,0.025430287,0.873299565,0.956000571
ENSMUSG00000054450,0.077677107,-1.396792554,0.025418701,0.873328187,0.956000571
ENSMUSG00000062006,0.01986217,4.968876621,0.025416464,0.873333714,0.956000571
ENSMUSG00000030281,0.022571359,2.588827299,0.025315234,0.873584086,0.956213433
ENSMUSG00000025728,0.021789162,3.689792875,0.025296795,0.873629747,0.956213433
ENSMUSG00000006057,0.019287045,5.576988735,0.025226769,0.873803308,0.956303354
ENSMUSG00000063952,-0.026742227,3.419269371,0.025179513,0.873920572,0.956303354
ENSMUSG00000067925,0.032506329,1.599332794,0.025128348,0.874047664,0.956303354
ENSMUSG00000086589,0.081188191,-1.783608579,0.025126097,0.87405326,0.956303354
ENSMUSG00000021585,-0.024366446,3.395508593,0.0251218,0.874063939,0.956303354
ENSMUSG00000073478,0.075784828,-1.139646441,0.02510076,0.874116247,0.956303354
ENSMUSG00000021752,0.028702594,1.340360685,0.025098528,0.874121798,0.956303354
ENSMUSG00000065851,-0.102532729,-0.559121928,0.02509163,0.874138952,0.956303354
ENSMUSG00000065118,-0.100753391,0.05722199,0.025075936,0.874177992,0.956303354
ENSMUSG00000070392,0.069728769,0.130465825,0.025035008,0.874279859,0.956303354
ENSMUSG00000099342,0.026138384,3.287192706,0.025033112,0.87428458,0.956303354
ENSMUSG00000078350,-0.046843965,0.054819877,0.025001008,0.874364549,0.956303354
ENSMUSG00000016481,-0.020323867,4.01490777,0.024994994,0.874379537,0.956303354
ENSMUSG00000022604,0.037572503,1.863372629,0.024971414,0.874438311,0.956303354
ENSMUSG00000098116,0.065566552,-1.124885433,0.024957176,0.874473816,0.956303354
ENSMUSG00000001983,-0.022769214,2.891368555,0.024928164,0.874546194,0.956315661
ENSMUSG00000112805,-0.05319492,-0.33482005,0.024885431,0.874652879,0.956315661
ENSMUSG00000074384,0.091621931,-1.387787877,0.024857297,0.874723168,0.956315661
ENSMUSG00000044600,-0.01922284,4.434779383,0.024807499,0.874847683,0.956315661
ENSMUSG00000015846,0.023889179,7.735982921,0.024785123,0.874903673,0.956315661
ENSMUSG00000040187,0.055798853,-0.511692673,0.024780738,0.87491465,0.956315661
ENSMUSG00000104942,-0.067192323,-1.73597001,0.024765115,0.874953761,0.956315661
ENSMUSG00000020541,-0.024411119,3.008946357,0.024747873,0.874996939,0.956315661
ENSMUSG00000093587,0.128032459,-2.16894721,0.024740028,0.875016592,0.956315661
ENSMUSG00000047420,-0.074331921,-1.651574604,0.024715025,0.875079244,0.956315661
ENSMUSG00000054312,0.023100278,3.221698199,0.024706021,0.875101814,0.956315661
ENSMUSG00000112202,-0.069726218,-1.128028343,0.024697956,0.875122035,0.956315661
ENSMUSG00000005373,-0.039276984,4.169758317,0.024688637,0.875145405,0.956315661
ENSMUSG00000062234,0.019287745,4.849006447,0.024661188,0.875214261,0.956335397
ENSMUSG00000030303,-0.061664757,-0.340043836,0.024616204,0.87532719,0.956377812
ENSMUSG00000081376,0.059155525,-0.065329647,0.024566569,0.875451921,0.956377812
ENSMUSG00000050211,0.07409582,-1.763406868,0.024565886,0.875453636,0.956377812
ENSMUSG00000110605,0.033917674,2.585424621,0.024558946,0.875471087,0.956377812
ENSMUSG00000110499,-0.038665345,0.786123979,0.024544639,0.875507069,0.956377812
ENSMUSG00000022272,0.02633613,3.913954817,0.024490154,0.875644198,0.956472112
ENSMUSG00000106889,-0.059610587,-0.13539425,0.024466354,0.875704145,0.956482099
ENSMUSG00000032415,0.049731952,-0.282873702,0.024370677,0.875945446,0.956568429
ENSMUSG00000040859,0.021679351,4.853828666,0.024356516,0.875981201,0.956568429
ENSMUSG00000017631,0.037238057,1.313015256,0.024333175,0.876040158,0.956568429
ENSMUSG00000075555,0.060336391,-0.696046334,0.024328611,0.87605169,0.956568429
ENSMUSG00000025894,-0.027507815,3.604804952,0.024321394,0.876069928,0.956568429
ENSMUSG00000104496,0.032872503,1.530042142,0.024294111,0.876138897,0.956568429
ENSMUSG00000003464,-0.022834742,5.781426469,0.024225418,0.876312722,0.956568429
ENSMUSG00000073678,-0.038023468,3.529778782,0.024217821,0.876331959,0.956568429
ENSMUSG00000111611,0.070616055,-1.511320063,0.024217059,0.87633389,0.956568429
ENSMUSG00000107362,0.079044175,-1.770310926,0.024214834,0.876339524,0.956568429
ENSMUSG00000026197,-0.025063484,2.558717053,0.024213827,0.876342076,0.956568429
ENSMUSG00000103119,0.047961761,-0.096328842,0.0241324,0.876548502,0.956738283
ENSMUSG00000081715,0.027802039,1.488708794,0.024062048,0.876727138,0.956862685
ENSMUSG00000109829,0.076699486,-1.642831626,0.024047495,0.876764124,0.956862685
ENSMUSG00000080478,-0.089224931,-0.048549369,0.023990018,0.876910313,0.956924332
ENSMUSG00000040722,-0.038090001,2.60212569,0.023979441,0.876937233,0.956924332
ENSMUSG00000029048,0.018720781,4.900154445,0.023962183,0.876981174,0.956924332
ENSMUSG00000021418,0.02698819,1.665894572,0.023945399,0.877023921,0.956924332
ENSMUSG00000026080,0.037493715,0.726349353,0.023921874,0.877083864,0.956934279
ENSMUSG00000039457,0.058662875,2.771874454,0.023858212,0.87724623,0.957002721
ENSMUSG00000093105,-0.071622813,-0.780692342,0.023854766,0.877255026,0.957002721
ENSMUSG00000051498,-0.067086552,-0.900381196,0.023837505,0.877299089,0.957002721
ENSMUSG00000106291,0.090420854,-1.83545114,0.023726444,0.877583003,0.957202281
ENSMUSG00000046410,-0.041656751,0.893922379,0.023709015,0.877627619,0.957202281
ENSMUSG00000104893,0.040795974,1.887886854,0.023706306,0.877634555,0.957202281
ENSMUSG00000029127,0.046158238,0.354901921,0.023663002,0.877745488,0.957234209
ENSMUSG00000028857,-0.024379171,2.23520266,0.023646495,0.877787802,0.957234209
ENSMUSG00000059851,-0.032010185,0.921530705,0.023635357,0.877816361,0.957234209
ENSMUSG00000026405,0.028031398,7.484452204,0.023534524,0.878075228,0.957439499
ENSMUSG00000096768,-0.077790305,0.567009904,0.023522424,0.878106328,0.957439499
ENSMUSG00000102321,0.068463079,-1.347972742,0.023485198,0.878202066,0.957488435
ENSMUSG00000023206,0.030573491,2.661785867,0.023426074,0.878354281,0.957598938
ENSMUSG00000059751,0.020884896,5.856108263,0.023383323,0.878464467,0.957602907
ENSMUSG00000061167,-0.021080767,5.374367666,0.023365598,0.878510181,0.957602907
ENSMUSG00000020375,0.028399574,2.211191147,0.02336547,0.878510512,0.957602907
ENSMUSG00000027720,-0.05431721,-0.565219315,0.023298216,0.878684127,0.957736702
ENSMUSG00000036452,-0.027839398,2.481797405,0.023233563,0.878851269,0.957849819
ENSMUSG00000032328,0.028794117,6.220678722,0.023202399,0.878931919,0.957849819
ENSMUSG00000027088,-0.021879662,3.698296946,0.023197412,0.878944832,0.957849819
ENSMUSG00000038564,0.024451188,2.578410101,0.023179424,0.878991412,0.957849819
ENSMUSG00000031951,0.041745171,-0.02196926,0.023145672,0.879078869,0.957861864
ENSMUSG00000099516,0.060140444,-1.194299172,0.023135893,0.87910422,0.957861864
ENSMUSG00000031508,-0.031813369,1.523257009,0.023076274,0.879258891,0.957893677
ENSMUSG00000057215,0.050980231,-0.551395805,0.023045241,0.879339484,0.957893677
ENSMUSG00000105314,-0.082694692,-1.130302657,0.02303609,0.87936326,0.957893677
ENSMUSG00000064368,0.045233439,6.262599139,0.023026126,0.879389153,0.957893677
ENSMUSG00000102960,0.043571726,0.32425147,0.023002406,0.879450817,0.957893677
ENSMUSG00000015889,-0.019870191,3.129160167,0.022981741,0.879504563,0.957893677
ENSMUSG00000057836,0.124249738,1.464136429,0.022971251,0.879531858,0.957893677
ENSMUSG00000021546,0.02195135,6.562113695,0.02296795,0.879540447,0.957893677
ENSMUSG00000006519,-0.031934108,0.605822229,0.022936186,0.879623136,0.957928319
ENSMUSG00000092592,0.040262401,1.017103048,0.022882752,0.87976237,0.958024533
ENSMUSG00000050697,-0.024402785,2.996328793,0.022839291,0.87987574,0.958092571
ENSMUSG00000023764,0.025937175,2.731993516,0.022720954,0.880184987,0.958297878
ENSMUSG00000112012,0.034234335,2.105971545,0.0227202,0.880186961,0.958297878
ENSMUSG00000024726,-0.025506888,2.519312133,0.022708728,0.880216986,0.958297878
ENSMUSG00000083863,-0.037391997,9.251620506,0.022622246,0.88044357,0.958417765
ENSMUSG00000099087,-0.082547689,-1.130031521,0.022612664,0.880468704,0.958417765
ENSMUSG00000066714,-0.028060188,1.92559803,0.022608424,0.880479825,0.958417765
ENSMUSG00000090124,0.05696946,-0.612417294,0.022575647,0.880565844,0.958455983
ENSMUSG00000065232,0.080565269,1.820887893,0.022534249,0.880674581,0.958474841
ENSMUSG00000103560,-0.021618391,4.007429608,0.022530288,0.880684989,0.958474841
ENSMUSG00000024661,0.026626106,7.014634523,0.02246788,0.880849118,0.958598055
ENSMUSG00000085379,-0.030586493,1.34198732,0.022438854,0.880925532,0.958615446
ENSMUSG00000039419,0.041598182,0.28608241,0.022423136,0.880966933,0.958615446
ENSMUSG00000029361,-0.060454053,-1.101669616,0.022396712,0.881036569,0.9586287
ENSMUSG00000042988,-0.030033071,2.558723299,0.022362836,0.881125901,0.9586287
ENSMUSG00000000028,0.072648374,-1.448839616,0.022360575,0.881131867,0.9586287
ENSMUSG00000025203,0.083589235,5.739609299,0.022316248,0.88124887,0.958700593
ENSMUSG00000029463,-0.054362271,-1.201665904,0.022291232,0.881314956,0.95871709
ENSMUSG00000029401,0.025608695,2.412675635,0.02224269,0.881443295,0.958757085
ENSMUSG00000037351,-0.017155675,4.747383517,0.022238806,0.881453571,0.958757085
ENSMUSG00000040121,-0.028109479,1.771082743,0.022073078,0.88189286,0.959179484
ENSMUSG00000023050,-0.038976451,0.291497068,0.022001434,0.882083285,0.959302026
ENSMUSG00000064341,0.042184928,9.584453604,0.021955799,0.882204745,0.959302026
ENSMUSG00000098198,0.031354055,1.340471934,0.021938601,0.882250553,0.959302026
ENSMUSG00000022386,0.028433436,1.326704311,0.02185518,0.882473005,0.959302026
ENSMUSG00000107771,0.030041451,1.690390113,0.021845068,0.8825,0.959302026
ENSMUSG00000071398,-0.046749676,-0.435630177,0.021827012,0.882548218,0.959302026
ENSMUSG00000031879,0.031667943,0.995293425,0.021784786,0.882661058,0.959302026
ENSMUSG00000083985,0.019195081,3.555482149,0.021769225,0.882702671,0.959302026
ENSMUSG00000040706,0.018196936,5.489281841,0.021767736,0.882706653,0.959302026
ENSMUSG00000022564,0.021585499,5.220106078,0.021764284,0.882715887,0.959302026
ENSMUSG00000034453,-0.023280243,2.78159395,0.021756893,0.88273566,0.959302026
ENSMUSG00000063535,-0.063936554,-0.153149858,0.021738572,0.882784687,0.959302026
ENSMUSG00000033475,0.039952346,0.278696315,0.021731696,0.882803091,0.959302026
ENSMUSG00000040697,-0.020255122,2.980971781,0.021698835,0.882891093,0.959302026
ENSMUSG00000015806,-0.027326852,5.082563121,0.021683166,0.882933079,0.959302026
ENSMUSG00000030322,-0.034122708,1.050326447,0.021682813,0.882934026,0.959302026
ENSMUSG00000043671,-0.058579334,1.452271483,0.021680982,0.882938931,0.959302026
ENSMUSG00000021782,0.037989083,0.746717377,0.021680348,0.882940631,0.959302026
ENSMUSG00000097176,0.070103254,-1.54230115,0.021644983,0.883035457,0.959302026
ENSMUSG00000037808,-0.030260722,1.400592007,0.021642179,0.883042978,0.959302026
ENSMUSG00000059089,-0.040211868,1.143393466,0.021618699,0.883105983,0.959302026
ENSMUSG00000085776,-0.07164204,-1.376283286,0.021582954,0.883201969,0.959302026
ENSMUSG00000110511,-0.059858224,-0.818013868,0.021581619,0.883205555,0.959302026
ENSMUSG00000089859,-0.028792184,1.738343015,0.021573111,0.883228413,0.959302026
ENSMUSG00000041238,0.027786233,1.573604852,0.021527968,0.883349777,0.959332139
ENSMUSG00000073867,-0.099612729,1.131478532,0.021524894,0.883358047,0.959332139
ENSMUSG00000000402,0.076930868,-1.810996826,0.021504893,0.883411864,0.959335246
ENSMUSG00000109787,-0.029280404,1.712026159,0.021453508,0.883550243,0.959430178
ENSMUSG00000039470,-0.069132136,-0.415280932,0.021424862,0.883627462,0.959441576
ENSMUSG00000050195,0.086266311,4.022803509,0.021407436,0.883674459,0.959441576
ENSMUSG00000089647,0.031895475,1.346389046,0.021392921,0.883713623,0.959441576
ENSMUSG00000086370,-0.043757237,0.074645892,0.021314382,0.883925764,0.959616559
ENSMUSG00000014418,-0.020501461,2.801836411,0.021284628,0.884006236,0.959648584
ENSMUSG00000015599,0.090096615,-1.946427554,0.021143497,0.884388721,0.959968311
ENSMUSG00000040734,0.069212428,-1.177137288,0.021130313,0.884424516,0.959968311
ENSMUSG00000020495,0.020317839,2.757139488,0.021119558,0.884453727,0.959968311
ENSMUSG00000026437,-0.030964504,3.026549572,0.021088489,0.884538152,0.959976253
ENSMUSG00000046185,-0.022564835,2.625987005,0.021079341,0.884563023,0.959976253
ENSMUSG00000108528,-0.019543608,4.159164823,0.021058661,0.884619266,0.959981954
ENSMUSG00000003345,-0.021469548,4.025230353,0.021013315,0.88474269,0.960034865
ENSMUSG00000049323,-0.017740194,4.513608248,0.02098408,0.884822335,0.960034865
ENSMUSG00000002504,-0.024129855,2.513670877,0.020977554,0.884840121,0.960034865
ENSMUSG00000020178,0.052985503,-0.981897027,0.020951531,0.884911073,0.960034865
ENSMUSG00000105880,0.056123608,-0.330262177,0.020932738,0.884962342,0.960034865
ENSMUSG00000020978,-0.022995472,3.577393934,0.020922411,0.884990523,0.960034865
ENSMUSG00000028373,0.05257779,-0.599183184,0.020899951,0.885051844,0.960034865
ENSMUSG00000036450,0.01960391,2.93947415,0.02089112,0.885075962,0.960034865
ENSMUSG00000041491,-0.042795451,-0.022639618,0.020857099,0.885168926,0.960054114
ENSMUSG00000030316,-0.043631104,-0.435721267,0.020816777,0.885279211,0.960054114
ENSMUSG00000028479,0.025922054,5.85263535,0.020813262,0.885288829,0.960054114
ENSMUSG00000038543,0.063665312,-0.397981053,0.020810027,0.885297682,0.960054114
ENSMUSG00000071226,0.026073595,3.329412326,0.020781812,0.88537493,0.960082583
ENSMUSG00000054484,-0.03254968,3.35368346,0.020707721,0.885578034,0.960239769
ENSMUSG00000027834,0.032459368,0.87017357,0.02069174,0.885621891,0.960239769
ENSMUSG00000049041,0.031752175,1.656647198,0.020655489,0.885721439,0.960273614
ENSMUSG00000103808,-0.056602193,-0.900441752,0.020643232,0.885755117,0.960273614
ENSMUSG00000074829,-0.022491647,3.331796125,0.020616941,0.885827393,0.960296673
ENSMUSG00000032370,-0.020110377,4.194625679,0.020577838,0.885934975,0.960358002
ENSMUSG00000102746,-0.036260992,1.982298776,0.020508265,0.886126645,0.96051047
ENSMUSG00000039497,0.025223503,2.562179375,0.020469104,0.88623468,0.96057227
ENSMUSG00000021612,0.047692515,-0.662038932,0.020435443,0.886327624,0.960617707
ENSMUSG00000025571,-0.022335802,3.640144858,0.020370863,0.886506161,0.960729255
ENSMUSG00000099373,-0.043779363,0.334955911,0.020361307,0.886532604,0.960729255
ENSMUSG00000027615,0.02361911,2.519588545,0.020333735,0.886608936,0.960754769
ENSMUSG00000068227,-0.053781244,-0.645732552,0.020315947,0.88665821,0.960754769
ENSMUSG00000052926,-0.024346138,2.336684687,0.020227249,0.886904233,0.960966045
ENSMUSG00000054892,0.047442255,-0.623446421,0.020160515,0.8870897,0.961061635
ENSMUSG00000014547,0.026909305,1.496493511,0.020158771,0.88709455,0.961061635
ENSMUSG00000051435,0.04579616,-0.60047954,0.020114673,0.887217284,0.961139294
ENSMUSG00000058672,-0.057596825,5.313063174,0.020065697,0.887353753,0.961231824
ENSMUSG00000099590,-0.071361899,-1.569782533,0.020041571,0.887421043,0.961249408
ENSMUSG00000071074,0.019236016,3.470052626,0.019950012,0.887676784,0.961422361
ENSMUSG00000064887,0.076960207,-0.18477478,0.019940901,0.887702264,0.961422361
ENSMUSG00000024019,0.031315828,1.133858803,0.019929589,0.88773391,0.961422361
ENSMUSG00000074731,0.084866618,-1.699439326,0.019794576,0.888112319,0.961753639
ENSMUSG00000032788,-0.023065914,3.614861306,0.019767218,0.888189157,0.961753639
ENSMUSG00000081556,-0.048044671,-0.199480435,0.019759667,0.888210374,0.961753639
ENSMUSG00000025877,0.046852805,-0.003333512,0.019747656,0.888244132,0.961753639
ENSMUSG00000024182,-0.020993609,3.086157747,0.019729177,0.888296089,0.961754585
ENSMUSG00000084276,0.028401901,2.009009168,0.019662013,0.888485142,0.961824958
ENSMUSG00000020901,0.0254333,1.988788246,0.019649238,0.88852114,0.961824958
ENSMUSG00000081030,0.023799181,2.06098924,0.01964595,0.888530407,0.961824958
ENSMUSG00000053040,0.046410436,0.133114559,0.019633523,0.888565437,0.961824958
ENSMUSG00000064600,0.069639047,-0.57257679,0.019615124,0.888617323,0.961825822
ENSMUSG00000084072,-0.021642277,2.615965174,0.019555543,0.888785513,0.961918173
ENSMUSG00000021190,-0.019390232,4.059664715,0.019541696,0.888824638,0.961918173
ENSMUSG00000083878,-0.026063033,3.639629798,0.019530627,0.888855923,0.961918173
ENSMUSG00000039478,0.046536317,-0.130975062,0.019476198,0.889009898,0.961961024
ENSMUSG00000029534,0.02993591,1.248875556,0.019459703,0.889056605,0.961961024
ENSMUSG00000042104,0.036525811,0.298332216,0.019409099,0.889200017,0.961961024
ENSMUSG00000037242,-0.018871296,5.552982274,0.019390378,0.889253122,0.961961024
ENSMUSG00000029163,0.023249148,2.960678581,0.019384666,0.889269332,0.961961024
ENSMUSG00000085687,-0.066407837,-1.801747083,0.019381814,0.889277424,0.961961024
ENSMUSG00000097532,-0.044813717,-0.499111927,0.019347394,0.889375151,0.961961024
ENSMUSG00000080790,-0.019859435,3.917356201,0.019333433,0.889414815,0.961961024
ENSMUSG00000098382,-0.076078245,-1.766740259,0.019304591,0.8894968,0.961961024
ENSMUSG00000024764,0.027006575,2.101988961,0.019291158,0.889535008,0.961961024
ENSMUSG00000031540,-0.018411948,3.77795635,0.019274347,0.889582842,0.961961024
ENSMUSG00000032757,-0.024010146,4.153658281,0.019269953,0.889595347,0.961961024
ENSMUSG00000002797,0.02554782,1.778140781,0.019264111,0.889611978,0.961961024
ENSMUSG00000015937,-0.016578217,4.158916591,0.019245362,0.889665364,0.961961024
ENSMUSG00000093030,-0.04382057,-0.241805087,0.019240319,0.88967973,0.961961024
ENSMUSG00000091785,-0.022623151,2.057375727,0.019210653,0.889764267,0.961961024
ENSMUSG00000048279,0.048905274,1.346331883,0.019200634,0.889792834,0.961961024
ENSMUSG00000094830,0.086110063,-1.30452082,0.019189195,0.889825457,0.961961024
ENSMUSG00000037572,-0.03798278,0.058798049,0.019174873,0.889866319,0.961961024
ENSMUSG00000040010,0.043605754,0.287232976,0.019147686,0.889943923,0.961989679
ENSMUSG00000022404,0.026159859,4.178904875,0.019102059,0.890074295,0.96202584
ENSMUSG00000003955,0.017499109,3.33212265,0.019097795,0.890086487,0.96202584
ENSMUSG00000108026,-0.042163919,0.443202821,0.019068404,0.89017056,0.96202584
ENSMUSG00000025006,-0.030466358,2.280464997,0.019064487,0.890181769,0.96202584
ENSMUSG00000068816,0.045027478,0.951493699,0.019012412,0.890330908,0.962102878
ENSMUSG00000018585,0.017040944,4.785354617,0.019002267,0.890359986,0.962102878
ENSMUSG00000051723,0.021565317,3.904600739,0.018986094,0.890406361,0.962102878
ENSMUSG00000027305,0.018858048,3.530768543,0.018956775,0.890490476,0.962138548
ENSMUSG00000063623,0.024808058,2.107813283,0.018922795,0.890588052,0.962166963
ENSMUSG00000091383,0.025859718,3.119402108,0.018866746,0.890749193,0.962166963
ENSMUSG00000010911,0.025873605,2.005674275,0.018864501,0.890755651,0.962166963
ENSMUSG00000031446,0.016254916,5.716434268,0.018845745,0.890809632,0.962166963
ENSMUSG00000028958,0.026873036,1.145691607,0.018845181,0.890811255,0.962166963
ENSMUSG00000029656,-0.028781513,7.174614788,0.018825453,0.890868064,0.962166963
ENSMUSG00000064325,0.03521829,1.472766862,0.018823214,0.890874515,0.962166963
ENSMUSG00000003161,0.023758456,3.333018971,0.018781971,0.890993383,0.962208753
ENSMUSG00000063754,0.017218739,4.812232071,0.018774329,0.891015424,0.962208753
ENSMUSG00000095073,0.105804708,-0.616949924,0.018732203,0.891136999,0.962239272
ENSMUSG00000031659,-0.035885645,0.744512083,0.018726693,0.891152913,0.962239272
ENSMUSG00000046229,-0.035316361,1.408715801,0.018698139,0.89123541,0.962239272
ENSMUSG00000028207,0.01847433,3.964230566,0.018662983,0.891337073,0.962239272
ENSMUSG00000029700,0.037707162,0.96794581,0.018649646,0.891375664,0.962239272
ENSMUSG00000020105,0.024197807,1.957776146,0.018640605,0.891401834,0.962239272
ENSMUSG00000095547,0.130226335,0.670633951,0.018635868,0.891415549,0.962239272
ENSMUSG00000047842,0.049456331,-0.87780251,0.018620099,0.891461213,0.962239272
ENSMUSG00000026219,0.01783887,6.290110377,0.018605444,0.891503671,0.962239272
ENSMUSG00000095132,0.075886164,-0.080798533,0.018559848,0.891635878,0.962274519
ENSMUSG00000094520,-0.020079803,3.820145533,0.0185494,0.891666193,0.962274519
ENSMUSG00000081999,0.023534746,3.323599791,0.018541314,0.891689662,0.962274519
ENSMUSG00000090105,-0.078527279,-1.847787582,0.018503377,0.891799843,0.962338262
ENSMUSG00000045767,0.01552805,4.684464234,0.01847137,0.891892891,0.962354187
ENSMUSG00000111063,0.060871923,-1.543063623,0.018463138,0.891916833,0.962354187
ENSMUSG00000040966,-0.024235726,2.109602528,0.018395229,0.892114569,0.962512378
ENSMUSG00000006476,0.018869255,4.789320297,0.018341314,0.892271821,0.962609355
ENSMUSG00000080823,-0.02329841,2.968671819,0.018329362,0.892306712,0.962609355
ENSMUSG00000065750,-0.076530103,-1.208995125,0.018293552,0.892411325,0.96266705
ENSMUSG00000021234,-0.051291289,-0.408645941,0.018260404,0.892508251,0.962716446
ENSMUSG00000102701,-0.064542382,-1.646122751,0.018203534,0.892674754,0.962840882
ENSMUSG00000108290,-0.070105431,-1.526833337,0.018166489,0.892783353,0.962852177
ENSMUSG00000072066,-0.081763334,-1.861535147,0.018165072,0.89278751,0.962852177
ENSMUSG00000050530,0.02457617,1.420966007,0.018089553,0.893009261,0.963029097
ENSMUSG00000094822,-0.036541978,0.4535675,0.018074384,0.893053859,0.963029097
ENSMUSG00000033126,-0.021289012,1.909556495,0.018048984,0.893128579,0.963046975
ENSMUSG00000096635,0.042643808,-0.171800348,0.01803398,0.893172743,0.963046975
ENSMUSG00000020776,-0.040925051,0.953303348,0.017965654,0.893374095,0.963183278
ENSMUSG00000081490,0.035562529,0.581422943,0.017956372,0.893401476,0.963183278
ENSMUSG00000110266,0.021137997,2.260848294,0.017907898,0.893544599,0.963250548
ENSMUSG00000107824,-0.020809387,2.85040486,0.017900589,0.893566198,0.963250548
ENSMUSG00000110403,0.023762567,1.76593737,0.017878696,0.893630915,0.963265158
ENSMUSG00000104235,-0.051917907,-0.133661162,0.017839956,0.893745536,0.963266087
ENSMUSG00000105600,0.033023269,3.704129432,0.017833092,0.893765858,0.963266087
ENSMUSG00000025935,0.026310913,5.989801798,0.017826536,0.89378527,0.963266087
ENSMUSG00000096802,-0.071712252,-1.600539581,0.017805379,0.893847947,0.963278494
ENSMUSG00000039640,0.016625003,4.695805161,0.017783371,0.893913181,0.963293655
ENSMUSG00000036845,-0.040412572,0.217592151,0.017705853,0.894143285,0.963412007
ENSMUSG00000014856,-0.018805896,3.083774573,0.017698533,0.894165042,0.963412007
ENSMUSG00000100261,-0.041324041,0.110762875,0.01769467,0.894176523,0.963412007
ENSMUSG00000021488,0.015978065,5.909321927,0.017476604,0.894826808,0.964057472
ENSMUSG00000004609,0.037638508,-0.034750555,0.017391604,0.895081399,0.96427658
ENSMUSG00000003762,0.024118637,1.627004993,0.01736692,0.89515545,0.964301176
ENSMUSG00000038976,0.026045821,1.885437514,0.017290493,0.895385073,0.964493349
ENSMUSG00000010376,-0.015602262,3.400002363,0.017251528,0.895502339,0.964560122
ENSMUSG00000081620,0.02053097,3.540527706,0.017235861,0.895549526,0.964560122
ENSMUSG00000096043,-0.090208098,-0.633638202,0.0171373,0.895846891,0.964823571
ENSMUSG00000068921,0.021411447,2.809316188,0.017118232,0.895904521,0.964823571
ENSMUSG00000023021,0.037812706,-0.297916207,0.017103897,0.895947867,0.964823571
ENSMUSG00000086877,-0.044046144,-0.919638215,0.017035789,0.896154067,0.964941086
ENSMUSG00000025024,-0.023183425,1.877819297,0.016983071,0.896313961,0.964941086
ENSMUSG00000040006,-0.01976253,3.591355151,0.016982333,0.896316199,0.964941086
ENSMUSG00000083692,-0.019911535,2.921028396,0.016965295,0.896367932,0.964941086
ENSMUSG00000065050,-0.129317845,1.076361757,0.016960179,0.896383468,0.964941086
