ID,logFC,logCPM,LR,PValue,FDR
ENSMUSG00000034936,-2.871268479,2.907518579,272.9640562,2.56E-61,4.83E-57
ENSMUSG00000047822,4.518425053,4.888851864,214.5284096,1.41E-48,1.33E-44
ENSMUSG00000002289,-4.221962141,5.323479693,202.2377698,6.78E-46,4.26E-42
ENSMUSG00000032599,-2.560144297,3.204426053,159.4522005,1.49E-36,7.02E-33
ENSMUSG00000020429,-5.135920087,5.236608994,98.88154577,2.68E-23,1.01E-19
ENSMUSG00000051495,-2.060987075,4.991386488,91.36971128,1.19E-21,3.74E-18
ENSMUSG00000047492,2.000518895,4.91693937,90.47906838,1.87E-21,5.03E-18
ENSMUSG00000020644,1.805149235,5.626794634,83.86471229,5.30E-20,1.25E-16
ENSMUSG00000026435,-1.950082482,4.506968237,79.51404143,4.79E-19,1.00E-15
ENSMUSG00000007872,3.014059045,4.697000284,77.11334157,1.61E-18,3.04E-15
ENSMUSG00000036478,-1.327002766,4.03525652,73.99814637,7.82E-18,1.34E-14
ENSMUSG00000004500,1.928493091,2.204304865,70.58605389,4.41E-17,6.91E-14
ENSMUSG00000029591,2.054703657,1.142227598,67.31565291,2.31E-16,3.30E-13
ENSMUSG00000070284,1.779420493,2.75348362,67.20063536,2.45E-16,3.30E-13
ENSMUSG00000031431,-2.395292232,6.494384954,64.18148606,1.13E-15,1.42E-12
ENSMUSG00000025229,-5.326272057,-0.677782233,62.6387758,2.48E-15,2.92E-12
ENSMUSG00000025195,-1.09712578,4.115428578,62.36234495,2.86E-15,3.16E-12
ENSMUSG00000053175,2.091105759,3.248931262,61.52906218,4.36E-15,4.56E-12
ENSMUSG00000022218,3.190450841,2.847489144,60.92402151,5.93E-15,5.88E-12
ENSMUSG00000006442,1.37759113,2.16306819,60.11218546,8.96E-15,8.43E-12
ENSMUSG00000089809,-1.456486275,3.38842296,59.35382738,1.32E-14,1.18E-11
ENSMUSG00000020108,-2.341095609,1.923330612,59.23146429,1.40E-14,1.20E-11
ENSMUSG00000048489,-3.376903357,2.807984482,58.38716898,2.15E-14,1.76E-11
ENSMUSG00000027429,1.234291585,4.256275629,57.56677564,3.27E-14,2.56E-11
ENSMUSG00000009772,1.614772263,3.061565337,56.61604373,5.30E-14,3.99E-11
ENSMUSG00000042406,1.125347206,5.00644356,55.53234655,9.19E-14,6.66E-11
ENSMUSG00000019997,-2.328369563,2.272745286,53.95530922,2.05E-13,1.43E-10
ENSMUSG00000082838,-1.549284832,1.023982289,53.35709691,2.78E-13,1.87E-10
ENSMUSG00000026475,-4.19909418,2.278020871,52.77610837,3.74E-13,2.43E-10
ENSMUSG00000056313,-1.733906224,3.341045456,51.81788035,6.09E-13,3.82E-10
ENSMUSG00000020484,1.432126829,7.162115322,51.64625063,6.65E-13,4.04E-10
ENSMUSG00000050244,1.315764134,3.713025328,50.73455628,1.06E-12,6.22E-10
ENSMUSG00000012428,3.617840354,7.590744589,49.4969983,1.99E-12,1.13E-09
ENSMUSG00000041075,1.310516048,3.193159352,49.27461774,2.23E-12,1.22E-09
ENSMUSG00000053841,1.059915946,3.875417512,49.23860659,2.27E-12,1.22E-09
ENSMUSG00000032353,1.288935689,2.912133414,48.99290833,2.57E-12,1.31E-09
ENSMUSG00000020037,-2.550816686,0.071339195,48.98319844,2.58E-12,1.31E-09
ENSMUSG00000053113,3.088227499,4.106639193,48.83647491,2.78E-12,1.36E-09
ENSMUSG00000109089,-1.754020366,1.808142208,48.80612273,2.83E-12,1.36E-09
ENSMUSG00000032553,1.367985751,3.207834511,48.57604366,3.18E-12,1.50E-09
ENSMUSG00000004356,0.993485324,3.550028354,47.99998961,4.26E-12,1.94E-09
ENSMUSG00000040128,-1.191808485,4.51577628,47.97148973,4.32E-12,1.94E-09
ENSMUSG00000014599,1.815412248,2.278687841,47.70564719,4.95E-12,2.17E-09
ENSMUSG00000110251,-2.365983962,2.189342512,47.58488287,5.27E-12,2.25E-09
ENSMUSG00000021025,-1.132644088,3.923310062,47.37150164,5.87E-12,2.46E-09
ENSMUSG00000085834,-4.635523562,2.042289238,46.30743429,1.01E-11,4.14E-09
ENSMUSG00000047109,1.385944315,2.060763615,46.20732573,1.06E-11,4.26E-09
ENSMUSG00000054277,2.093544732,1.750119343,46.13497267,1.10E-11,4.33E-09
ENSMUSG00000020706,0.980601678,4.698145196,45.77671816,1.33E-11,5.09E-09
ENSMUSG00000102752,2.450687182,1.470388112,45.64521532,1.42E-11,5.27E-09
ENSMUSG00000025511,1.193007591,3.167096601,45.6295349,1.43E-11,5.27E-09
ENSMUSG00000042510,-2.711674452,1.218360616,45.52876944,1.50E-11,5.45E-09
ENSMUSG00000027035,1.805332591,3.918972214,44.66331986,2.34E-11,8.31E-09
ENSMUSG00000031822,1.48591658,1.63177509,44.12428018,3.08E-11,1.07E-08
ENSMUSG00000029385,-2.070288764,3.256614842,43.98055146,3.32E-11,1.14E-08
ENSMUSG00000071856,-0.963346273,4.954429823,43.73092247,3.77E-11,1.27E-08
ENSMUSG00000018848,0.985876176,3.662468314,43.34273248,4.59E-11,1.52E-08
ENSMUSG00000040891,1.130893646,5.672036849,42.68724218,6.42E-11,2.08E-08
ENSMUSG00000039782,-1.581002282,3.377837009,42.65046643,6.54E-11,2.09E-08
ENSMUSG00000028413,1.107698083,4.979077668,42.29949428,7.83E-11,2.46E-08
ENSMUSG00000026489,-1.454921731,5.870845986,42.26138177,7.99E-11,2.46E-08
ENSMUSG00000020919,-0.922370959,4.632572161,41.83730999,9.92E-11,3.01E-08
ENSMUSG00000046352,1.246078762,7.492809192,41.13322738,1.42E-10,4.25E-08
ENSMUSG00000021629,1.052738369,4.527485798,40.88685956,1.61E-10,4.75E-08
ENSMUSG00000022094,1.409089439,7.192904429,40.82378632,1.67E-10,4.83E-08
ENSMUSG00000044167,-1.211031096,4.359905504,40.47055246,2.00E-10,5.69E-08
ENSMUSG00000032575,1.740152572,5.021541763,40.43580578,2.03E-10,5.71E-08
ENSMUSG00000001138,-0.963301572,2.53326424,40.31553176,2.16E-10,5.98E-08
ENSMUSG00000027995,3.342614573,2.251455397,40.04959355,2.48E-10,6.76E-08
ENSMUSG00000038393,-1.042534407,4.655475709,40.00465499,2.53E-10,6.81E-08
ENSMUSG00000040463,1.033631089,4.063769906,39.94693524,2.61E-10,6.92E-08
ENSMUSG00000029992,1.221010365,3.653154868,39.92066952,2.64E-10,6.92E-08
ENSMUSG00000019189,1.205596815,2.820841912,39.86123779,2.73E-10,7.01E-08
ENSMUSG00000030909,1.129457811,5.320869276,39.84115802,2.75E-10,7.01E-08
ENSMUSG00000027397,1.450525688,4.391483883,39.79083333,2.83E-10,7.10E-08
ENSMUSG00000109291,-2.355055671,0.681398668,38.98427615,4.27E-10,1.05E-07
ENSMUSG00000044468,-1.300165326,3.412526153,38.97571925,4.29E-10,1.05E-07
ENSMUSG00000078650,-3.041861904,6.812049708,38.65852438,5.05E-10,1.20E-07
ENSMUSG00000048706,-0.995140806,4.723238394,38.65713576,5.05E-10,1.20E-07
ENSMUSG00000042354,1.328888248,2.889158039,38.55126829,5.33E-10,1.24E-07
ENSMUSG00000052632,-1.330451904,1.736801593,38.53063915,5.39E-10,1.24E-07
ENSMUSG00000013275,1.530241397,1.81979224,38.52289619,5.41E-10,1.24E-07
ENSMUSG00000020869,1.085750506,4.97589882,38.35189432,5.91E-10,1.34E-07
ENSMUSG00000039501,1.057628131,5.383213485,38.30465962,6.05E-10,1.36E-07
ENSMUSG00000039286,1.322230788,4.284937034,38.13778187,6.59E-10,1.46E-07
ENSMUSG00000019989,-1.190102072,3.972622179,38.04311733,6.92E-10,1.51E-07
ENSMUSG00000008035,2.370774176,3.967729193,37.66357415,8.41E-10,1.82E-07
ENSMUSG00000021266,1.076737898,2.855162008,37.63746975,8.52E-10,1.82E-07
ENSMUSG00000035878,-1.053798934,5.74978543,37.43068229,9.47E-10,2.00E-07
ENSMUSG00000027398,2.480360818,1.186625167,37.14644102,1.10E-09,2.29E-07
ENSMUSG00000071633,-1.272686802,5.9371015,37.07801601,1.13E-09,2.35E-07
ENSMUSG00000034320,1.006669901,2.435684822,37.01034323,1.18E-09,2.40E-07
ENSMUSG00000078853,1.948300207,4.263429675,36.59453983,1.45E-09,2.94E-07
ENSMUSG00000025192,1.940648461,0.671004482,36.52769656,1.51E-09,3.00E-07
ENSMUSG00000039740,1.39967381,3.282464859,36.51783059,1.51E-09,3.00E-07
ENSMUSG00000033107,-2.06726032,5.030869158,36.08456175,1.89E-09,3.71E-07
ENSMUSG00000036390,2.713287494,0.953565803,35.98083293,1.99E-09,3.84E-07
ENSMUSG00000038582,-1.097691681,3.872191881,35.97276564,2.00E-09,3.84E-07
ENSMUSG00000034837,0.779094907,3.7830172,35.82877935,2.15E-09,4.10E-07
ENSMUSG00000053801,1.221932639,2.290613906,35.75797439,2.23E-09,4.21E-07
ENSMUSG00000022528,2.043615906,1.987918137,35.54652547,2.49E-09,4.64E-07
ENSMUSG00000040026,3.673390911,3.309286283,35.48535375,2.57E-09,4.74E-07
ENSMUSG00000031889,-0.956844946,4.03133037,35.21485419,2.95E-09,5.40E-07
ENSMUSG00000027405,1.137106557,3.66670465,34.9592816,3.37E-09,6.09E-07
ENSMUSG00000035049,1.322268029,2.119288235,34.89743556,3.48E-09,6.23E-07
ENSMUSG00000022848,-0.89852925,4.028271941,34.8251199,3.61E-09,6.41E-07
ENSMUSG00000032478,1.332330234,1.423583188,34.69279123,3.86E-09,6.79E-07
ENSMUSG00000026077,-4.034048675,-0.848307083,34.3638293,4.57E-09,7.96E-07
ENSMUSG00000013629,1.244960219,2.320608035,34.34764933,4.61E-09,7.96E-07
ENSMUSG00000041025,1.092622728,2.826832352,34.31536814,4.69E-09,8.02E-07
ENSMUSG00000059708,1.298345903,2.011981577,34.25058525,4.85E-09,8.22E-07
ENSMUSG00000034110,1.904576923,0.952775061,34.15470404,5.09E-09,8.56E-07
ENSMUSG00000096054,-1.052268839,4.805618108,34.09601499,5.25E-09,8.74E-07
ENSMUSG00000058569,0.933622332,4.18682488,34.01591291,5.47E-09,9.03E-07
ENSMUSG00000020780,0.924838587,3.169614732,33.92658295,5.72E-09,9.30E-07
ENSMUSG00000038279,1.088420572,3.279290496,33.92413373,5.73E-09,9.30E-07
ENSMUSG00000083859,2.93642065,2.569823849,33.63870522,6.64E-09,1.07E-06
ENSMUSG00000027540,1.018940197,3.456818228,33.60021097,6.77E-09,1.08E-06
ENSMUSG00000030341,1.030449907,4.364717961,33.54169535,6.98E-09,1.10E-06
ENSMUSG00000044948,-1.571161142,1.268129726,33.36894564,7.62E-09,1.20E-06
ENSMUSG00000052271,4.117653295,-0.745289895,33.20608561,8.29E-09,1.29E-06
ENSMUSG00000030103,1.678768737,5.226717755,33.1040539,8.74E-09,1.35E-06
ENSMUSG00000006732,1.256896532,1.866962491,32.98543879,9.29E-09,1.42E-06
ENSMUSG00000037405,1.669810967,3.018971517,32.74293017,1.05E-08,1.60E-06
ENSMUSG00000024247,0.87493483,2.865434182,32.72788808,1.06E-08,1.60E-06
ENSMUSG00000021281,1.051245472,3.335041126,32.64104446,1.11E-08,1.66E-06
ENSMUSG00000072889,1.621776417,2.268376226,32.48283819,1.20E-08,1.78E-06
ENSMUSG00000066170,-2.754651703,-0.082705306,32.42194521,1.24E-08,1.83E-06
ENSMUSG00000038335,1.178966423,3.346634895,32.37777151,1.27E-08,1.85E-06
ENSMUSG00000032932,0.957641679,4.817523802,32.23402084,1.37E-08,1.98E-06
ENSMUSG00000036693,0.99551507,2.505803015,32.18837391,1.40E-08,2.01E-06
ENSMUSG00000023988,0.997172904,2.779927143,31.98061755,1.56E-08,2.22E-06
ENSMUSG00000005125,-1.431095905,2.270647206,31.70016563,1.80E-08,2.55E-06
ENSMUSG00000026179,-0.911682522,4.893810899,31.59625786,1.90E-08,2.67E-06
ENSMUSG00000047446,-1.025456516,4.585809275,31.51123667,1.98E-08,2.76E-06
ENSMUSG00000066026,-1.085703237,5.094312633,31.4955591,2.00E-08,2.76E-06
ENSMUSG00000079243,2.653573549,0.130612247,31.48847772,2.01E-08,2.76E-06
ENSMUSG00000029145,0.943132945,3.538479835,31.44616477,2.05E-08,2.80E-06
ENSMUSG00000038754,-2.629487157,6.348807836,31.30617739,2.20E-08,2.98E-06
ENSMUSG00000029416,-1.023475398,2.990888934,31.26334178,2.25E-08,3.03E-06
ENSMUSG00000038175,-0.930304984,3.04477202,31.20896171,2.32E-08,3.09E-06
ENSMUSG00000005374,0.799751099,3.561270729,31.1277669,2.42E-08,3.20E-06
ENSMUSG00000026278,-1.475021088,1.698915252,31.04086401,2.53E-08,3.33E-06
ENSMUSG00000023272,1.982395418,4.120423771,31.00489289,2.57E-08,3.37E-06
ENSMUSG00000057465,5.917898337,6.712670311,30.97849127,2.61E-08,3.37E-06
ENSMUSG00000027395,0.865629001,3.525818108,30.97548884,2.61E-08,3.37E-06
ENSMUSG00000030087,-1.128917652,6.061406774,30.89877975,2.72E-08,3.46E-06
ENSMUSG00000035692,2.044195727,1.246935604,30.89604432,2.72E-08,3.46E-06
ENSMUSG00000004040,0.943758317,5.940172974,30.87800702,2.75E-08,3.47E-06
ENSMUSG00000039395,-0.999296366,3.671384559,30.78119492,2.89E-08,3.63E-06
ENSMUSG00000037465,1.548447337,3.55390245,30.70750276,3.00E-08,3.74E-06
ENSMUSG00000022797,1.694325497,4.694935195,30.56043376,3.24E-08,4.01E-06
ENSMUSG00000074622,-1.411546731,4.849706282,30.54076674,3.27E-08,4.01E-06
ENSMUSG00000026670,0.828927104,4.144252674,30.53525643,3.28E-08,4.01E-06
ENSMUSG00000042349,1.68063156,2.815089348,30.45536061,3.42E-08,4.15E-06
ENSMUSG00000072294,-0.949287394,2.158958436,30.39480763,3.52E-08,4.25E-06
ENSMUSG00000010110,0.8196342,4.378983973,30.36544721,3.58E-08,4.29E-06
ENSMUSG00000021392,1.10888606,3.345707182,30.07269533,4.16E-08,4.96E-06
ENSMUSG00000078920,1.906759029,3.52963573,29.98867186,4.35E-08,5.15E-06
ENSMUSG00000019814,1.00453254,2.475821066,29.8290898,4.72E-08,5.55E-06
ENSMUSG00000037461,0.746992089,3.250766308,29.72349344,4.98E-08,5.83E-06
ENSMUSG00000022951,1.463773365,4.077827865,29.61674671,5.26E-08,6.11E-06
ENSMUSG00000045502,4.37335963,-1.426130799,29.60715121,5.29E-08,6.11E-06
ENSMUSG00000078817,-1.178974391,5.389736192,29.58895453,5.34E-08,6.13E-06
ENSMUSG00000030245,1.492516101,1.502690706,29.36806618,5.99E-08,6.83E-06
ENSMUSG00000050373,-1.050105069,1.66230913,29.31628022,6.15E-08,6.97E-06
ENSMUSG00000031711,1.010466327,2.813081767,29.24066089,6.39E-08,7.21E-06
ENSMUSG00000046688,1.924442731,2.334659331,29.15167091,6.69E-08,7.50E-06
ENSMUSG00000029482,2.52898554,3.583776765,29.08629014,6.92E-08,7.71E-06
ENSMUSG00000037085,1.081308969,1.730142726,29.0672919,6.99E-08,7.74E-06
ENSMUSG00000078234,1.421202829,3.752380378,28.96503684,7.37E-08,8.11E-06
ENSMUSG00000055491,1.218328898,1.902652324,28.89930268,7.62E-08,8.35E-06
ENSMUSG00000028849,1.018600858,3.39971738,28.86040435,7.78E-08,8.47E-06
ENSMUSG00000058761,-0.743105212,5.164574652,28.83586734,7.88E-08,8.52E-06
ENSMUSG00000062825,2.355658247,7.410227255,28.49012667,9.42E-08,1.01E-05
ENSMUSG00000034177,0.981502177,3.305624547,28.46599161,9.54E-08,1.02E-05
ENSMUSG00000002658,1.053056919,2.721350675,28.45899185,9.57E-08,1.02E-05
ENSMUSG00000028902,0.924511589,2.270958137,28.41615742,9.78E-08,1.03E-05
ENSMUSG00000038473,2.399946184,-0.443775208,28.41553459,9.79E-08,1.03E-05
ENSMUSG00000079470,1.773257579,2.899477826,28.39624784,9.89E-08,1.03E-05
ENSMUSG00000059195,2.230280486,6.559540766,28.344712,1.02E-07,1.06E-05
ENSMUSG00000055116,-2.287948141,2.57254158,28.29767702,1.04E-07,1.08E-05
ENSMUSG00000029415,0.946326675,2.88528905,28.28380632,1.05E-07,1.08E-05
ENSMUSG00000047517,-11.5561,3.065872264,28.26220472,1.06E-07,1.08E-05
ENSMUSG00000020593,-2.349165243,7.191676504,28.10136879,1.15E-07,1.17E-05
ENSMUSG00000046879,1.161891523,5.064322895,28.06021388,1.18E-07,1.19E-05
ENSMUSG00000005580,-0.836743124,4.030221526,28.01240777,1.21E-07,1.21E-05
ENSMUSG00000045319,-1.024524683,3.039942753,27.92946823,1.26E-07,1.26E-05
ENSMUSG00000029167,-1.395995027,2.801337883,27.92505687,1.26E-07,1.26E-05
ENSMUSG00000002017,0.88750867,3.04452037,27.79619001,1.35E-07,1.34E-05
ENSMUSG00000097474,-1.56305634,1.186460175,27.78348644,1.36E-07,1.34E-05
ENSMUSG00000037411,2.743604427,0.388819825,27.76885068,1.37E-07,1.34E-05
ENSMUSG00000028630,-0.764333815,4.896065159,27.76608705,1.37E-07,1.34E-05
ENSMUSG00000073600,-1.046729347,2.468528405,27.59549917,1.50E-07,1.45E-05
ENSMUSG00000023341,1.716179832,1.622614283,27.52233562,1.55E-07,1.49E-05
ENSMUSG00000057729,5.127171711,-1.775462042,27.51956136,1.56E-07,1.49E-05
ENSMUSG00000025340,-0.855233887,2.565150587,27.50730771,1.57E-07,1.50E-05
ENSMUSG00000100594,-1.350122258,0.808824231,27.43208048,1.63E-07,1.55E-05
ENSMUSG00000024732,1.226711708,2.685907374,27.42156526,1.64E-07,1.55E-05
ENSMUSG00000037364,0.885435075,3.605699576,27.36825391,1.68E-07,1.58E-05
ENSMUSG00000028807,1.893699947,-0.10390177,27.30764793,1.74E-07,1.62E-05
ENSMUSG00000023055,-1.061795463,3.294368218,27.30466969,1.74E-07,1.62E-05
ENSMUSG00000033355,1.363468884,2.354036384,27.22339497,1.81E-07,1.68E-05
ENSMUSG00000038301,1.372146726,4.190818749,27.16752191,1.87E-07,1.72E-05
ENSMUSG00000045954,-0.883241804,3.069833445,27.15375726,1.88E-07,1.73E-05
ENSMUSG00000028318,1.275975944,0.905643587,27.11777666,1.91E-07,1.75E-05
ENSMUSG00000045302,0.859582151,4.370829345,27.10289171,1.93E-07,1.75E-05
ENSMUSG00000058006,0.912303446,3.986819496,27.07147926,1.96E-07,1.77E-05
ENSMUSG00000027575,0.853111877,3.355358144,27.03474905,2.00E-07,1.80E-05
ENSMUSG00000020075,0.932877693,4.586142556,27.00401766,2.03E-07,1.82E-05
ENSMUSG00000018727,-1.446532608,0.56605423,26.80826142,2.25E-07,2.00E-05
ENSMUSG00000091721,1.282164649,0.604995324,26.80705391,2.25E-07,2.00E-05
ENSMUSG00000070348,1.910092985,2.693880829,26.54613719,2.57E-07,2.27E-05
ENSMUSG00000024807,1.480108356,3.967450489,26.51296564,2.62E-07,2.30E-05
ENSMUSG00000037379,-2.417559298,1.678007821,26.50916068,2.62E-07,2.30E-05
ENSMUSG00000097047,-1.549962436,-0.657915027,26.49082691,2.65E-07,2.31E-05
ENSMUSG00000033159,-0.70907345,4.402826139,26.47000382,2.68E-07,2.32E-05
ENSMUSG00000028211,-1.650437008,6.865058584,26.35062842,2.85E-07,2.46E-05
ENSMUSG00000074978,2.014053335,5.338817939,26.23913097,3.02E-07,2.59E-05
ENSMUSG00000017801,0.702272242,3.438698835,26.19274109,3.09E-07,2.64E-05
ENSMUSG00000038422,1.062658639,2.797823703,26.16889691,3.13E-07,2.66E-05
ENSMUSG00000067889,-0.665203642,5.514308549,26.15749461,3.15E-07,2.67E-05
ENSMUSG00000033658,0.640805631,4.247718452,26.09014972,3.26E-07,2.75E-05
ENSMUSG00000047719,0.913267551,2.242221358,26.02581186,3.37E-07,2.83E-05
ENSMUSG00000005774,0.984297424,1.361605344,26.01602665,3.39E-07,2.83E-05
ENSMUSG00000018983,2.27003637,-1.378985199,26.00645444,3.40E-07,2.83E-05
ENSMUSG00000051124,0.90253712,2.476222188,25.97047781,3.47E-07,2.87E-05
ENSMUSG00000081886,2.290581667,-0.501732314,25.96086015,3.48E-07,2.87E-05
ENSMUSG00000028599,-0.879415903,4.147050682,25.96030357,3.49E-07,2.87E-05
ENSMUSG00000020642,-1.507191211,1.63715414,25.94059896,3.52E-07,2.88E-05
ENSMUSG00000002845,1.497267892,2.010836712,25.92568183,3.55E-07,2.89E-05
ENSMUSG00000028133,-1.624255191,0.321344269,25.88187906,3.63E-07,2.95E-05
ENSMUSG00000039768,0.716752294,4.601632832,25.76001896,3.87E-07,3.12E-05
ENSMUSG00000072623,1.793460371,1.771380148,25.6616078,4.07E-07,3.27E-05
ENSMUSG00000003228,-1.238092394,0.605966483,25.64755882,4.10E-07,3.28E-05
ENSMUSG00000032776,0.91454728,3.505891236,25.60490678,4.19E-07,3.34E-05
ENSMUSG00000070002,0.828722029,3.028532673,25.539388,4.33E-07,3.44E-05
ENSMUSG00000104253,-2.666475689,0.192652073,25.45083828,4.54E-07,3.59E-05
ENSMUSG00000043889,1.981856073,5.752237811,25.41866518,4.61E-07,3.63E-05
ENSMUSG00000022299,-0.841005033,3.621327217,25.36106135,4.75E-07,3.73E-05
ENSMUSG00000040659,0.994116641,3.66110251,25.35358076,4.77E-07,3.73E-05
ENSMUSG00000028028,2.149794353,0.386842661,25.1843431,5.21E-07,4.04E-05
ENSMUSG00000033863,-0.866987578,6.095265262,25.18328761,5.21E-07,4.04E-05
ENSMUSG00000021952,0.828577789,2.392007321,25.13722986,5.34E-07,4.12E-05
ENSMUSG00000041471,-0.714132752,5.085773408,25.12629984,5.37E-07,4.13E-05
ENSMUSG00000008373,0.988547522,2.132449767,25.02944261,5.65E-07,4.32E-05
ENSMUSG00000032369,1.760873891,2.672698362,25.02150497,5.67E-07,4.32E-05
ENSMUSG00000039474,0.99062088,1.751080933,25.01311741,5.69E-07,4.32E-05
ENSMUSG00000075227,0.792747384,2.678156065,24.78377289,6.41E-07,4.85E-05
ENSMUSG00000063268,0.82082116,3.235374667,24.7711457,6.46E-07,4.86E-05
ENSMUSG00000018068,0.848770333,2.625089521,24.59277984,7.08E-07,5.31E-05
ENSMUSG00000052560,1.374420222,1.813740178,24.53225718,7.31E-07,5.46E-05
ENSMUSG00000026028,0.731579523,3.970609477,24.50684148,7.40E-07,5.50E-05
ENSMUSG00000014504,1.077665512,1.932389476,24.50224008,7.42E-07,5.50E-05
ENSMUSG00000000876,-0.963598969,5.293113567,24.49514594,7.45E-07,5.50E-05
ENSMUSG00000019577,-1.048007312,1.499946571,24.47727704,7.52E-07,5.53E-05
ENSMUSG00000069874,1.362749051,5.02253072,24.39641308,7.84E-07,5.73E-05
ENSMUSG00000022721,0.795313783,2.84405257,24.39254618,7.86E-07,5.73E-05
ENSMUSG00000106526,1.466184728,0.555130044,24.34911914,8.04E-07,5.84E-05
ENSMUSG00000039159,-0.717022827,4.634772214,24.33968924,8.08E-07,5.85E-05
ENSMUSG00000072115,1.042261033,6.307487178,24.25552523,8.44E-07,6.09E-05
ENSMUSG00000099707,0.846372618,3.302899918,24.23556964,8.52E-07,6.13E-05
ENSMUSG00000006014,1.858840986,2.789120879,24.21179633,8.63E-07,6.18E-05
ENSMUSG00000043079,1.362647515,1.090231909,24.18241244,8.76E-07,6.25E-05
ENSMUSG00000030161,-0.831769776,6.709165995,24.12592265,9.02E-07,6.39E-05
ENSMUSG00000058392,1.23341616,1.515093774,24.12468132,9.03E-07,6.39E-05
ENSMUSG00000026542,1.760288395,5.106123498,24.106272,9.12E-07,6.41E-05
ENSMUSG00000089712,-1.981675305,-0.124103078,24.10354,9.13E-07,6.41E-05
ENSMUSG00000024571,0.564852084,4.171969071,24.08548392,9.22E-07,6.45E-05
ENSMUSG00000033102,-0.995792984,3.576779971,24.04137267,9.43E-07,6.57E-05
ENSMUSG00000010609,-0.710798641,5.783352716,24.01562375,9.56E-07,6.64E-05
ENSMUSG00000037820,1.366291714,5.466995843,23.98711374,9.70E-07,6.71E-05
ENSMUSG00000041037,0.95266984,4.145290343,23.93792245,9.95E-07,6.86E-05
ENSMUSG00000001768,-0.884701657,2.917060038,23.92383394,1.00E-06,6.89E-05
ENSMUSG00000040359,0.723566537,3.696772417,23.87596106,1.03E-06,7.03E-05
ENSMUSG00000043091,0.959410763,6.193409819,23.80680867,1.07E-06,7.27E-05
ENSMUSG00000053617,-0.73769971,4.335756238,23.78287292,1.08E-06,7.33E-05
ENSMUSG00000026880,-0.688041351,4.08852049,23.75875729,1.09E-06,7.40E-05
ENSMUSG00000018433,0.7983093,2.628630532,23.74679349,1.10E-06,7.41E-05
ENSMUSG00000082809,0.919581796,5.319171545,23.72908673,1.11E-06,7.46E-05
ENSMUSG00000031843,1.314236387,0.086270219,23.71568199,1.12E-06,7.48E-05
ENSMUSG00000074115,4.675063054,7.414276129,23.65630705,1.15E-06,7.69E-05
ENSMUSG00000081067,-3.342621725,1.853823688,23.63002369,1.17E-06,7.77E-05
ENSMUSG00000043683,0.686910804,4.791301224,23.60591875,1.18E-06,7.84E-05
ENSMUSG00000031668,1.046127559,3.002330145,23.55406895,1.21E-06,8.02E-05
ENSMUSG00000050423,-5.107215292,-1.284197453,23.43608956,1.29E-06,8.47E-05
ENSMUSG00000023030,0.904866128,3.882185666,23.43320728,1.29E-06,8.47E-05
ENSMUSG00000112771,-2.783847112,-1.458685931,23.42926222,1.30E-06,8.47E-05
ENSMUSG00000026694,0.817672364,2.129254289,23.35944597,1.34E-06,8.75E-05
ENSMUSG00000000561,0.880716423,3.173205637,23.34249693,1.36E-06,8.80E-05
ENSMUSG00000034422,1.064292177,4.921347023,23.33256824,1.36E-06,8.80E-05
ENSMUSG00000102101,-1.37886,0.438109544,23.33016187,1.36E-06,8.80E-05
ENSMUSG00000015357,-1.438846479,6.641192304,23.29560934,1.39E-06,8.93E-05
ENSMUSG00000022462,-1.139296292,5.870270012,23.23587678,1.43E-06,9.18E-05
ENSMUSG00000024913,-0.665831857,4.957286483,23.20827653,1.45E-06,9.28E-05
ENSMUSG00000044548,1.130965721,1.203805314,23.16709056,1.49E-06,9.45E-05
ENSMUSG00000107950,1.79684424,3.781496994,23.151249,1.50E-06,9.49E-05
ENSMUSG00000038530,-1.975674695,-0.328571826,23.10911157,1.53E-06,9.67E-05
ENSMUSG00000078157,0.883486079,2.007461657,23.08475158,1.55E-06,9.76E-05
ENSMUSG00000111684,1.915366384,4.164166098,23.07432611,1.56E-06,9.77E-05
ENSMUSG00000018899,0.998059295,3.646209219,23.0710609,1.56E-06,9.77E-05
ENSMUSG00000031422,0.708231871,5.666740083,23.03493547,1.59E-06,9.92E-05
ENSMUSG00000037826,-1.14768004,6.338719377,22.97240709,1.64E-06,0.000102115
ENSMUSG00000061079,1.064071489,1.660262034,22.89599299,1.71E-06,0.000105907
ENSMUSG00000017057,0.989643368,4.270527989,22.82297393,1.78E-06,0.000109647
ENSMUSG00000022204,0.86500637,2.426398771,22.67370147,1.92E-06,0.000118116
ENSMUSG00000061947,1.020573246,6.70059022,22.65478597,1.94E-06,0.000118896
ENSMUSG00000039620,-1.514420577,0.50671006,22.61557356,1.98E-06,0.000120954
ENSMUSG00000022498,0.833857116,3.769419881,22.60840362,1.99E-06,0.000121013
ENSMUSG00000024081,0.573838216,4.483420918,22.55121358,2.05E-06,0.000124267
ENSMUSG00000011831,-0.673153071,6.292366606,22.5397221,2.06E-06,0.000124303
ENSMUSG00000032525,0.92172451,4.234117992,22.53830776,2.06E-06,0.000124303
ENSMUSG00000032249,-0.786365115,4.471184204,22.52872906,2.07E-06,0.000124525
ENSMUSG00000030521,0.952060597,2.687517585,22.45444151,2.15E-06,0.000129023
ENSMUSG00000051238,0.863560896,1.457265976,22.30457395,2.33E-06,0.000139052
