"","C1","C2","C3","C4","C5","R2","R3","R4","R5"
"ENSMUSG00000094125",1.408638,1.104894,1.407774,1.788224,1.77582,1.389368,1.204118,1.391233,1.423013
"ENSMUSG00000094152",0.6053084,1.388323,1.166692,0.5087638,0.2519572,1.344385,1.061613,1.19679,0.4076355
"ENSMUSG00000094153",1.473181,1.838654,1.641318,1.408544,1.325727,1.357344,1.882379,1.464976,1.734181
"ENSMUSG00000094156",0.3427545,0.4492703,0.3317475,0.3480247,0.4413622,0.3047415,0.5269232,0.2161149,0.2981355
"ENSMUSG00000094178",0.7639712,0.5507303,1.202531,0.7239877,0.5491072,0.7899944,0.9042847,0.6384757,0.5324184
"ENSMUSG00000094185",3.337807,2.87304,2.613651,2.841632,2.890654,2.787582,2.93658,2.959383,3.228833
"ENSMUSG00000094191",14.75369,13.26792,15.55818,14.59322,15.31199,14.29216,15.679,13.48013,14.26673
"ENSMUSG00000094200",0.5431436,0.5391658,0.665287,0.5409635,0.4589162,0.5445289,0.7112792,0.6497491,0.546276
"ENSMUSG00000094201",0.887943,1.261774,0.7952862,0.4628527,0.8055596,1.155024,0.5011079,1.182703,0.4803353
"ENSMUSG00000094222",2.50579,1.946357,2.034077,2.107206,1.959967,2.213259,1.667494,1.71113,2.081601
"ENSMUSG00000094229",0.8613792,1.086662,0.6755177,0.5889822,0.764236,1.016221,0.4844504,1.235024,0.5178884
"ENSMUSG00000094238",15.24142,11.20826,11.43987,12.62214,13.2436,11.51757,10.72171,12.07188,12.9653
"ENSMUSG00000094242",15.52244,12.18203,12.19069,12.9143,12.03156,13.03721,11.45883,11.4419,11.5166
"ENSMUSG00000094248",6.46086,8.367248,7.736172,6.417419,6.993682,8.239126,8.196987,7.410745,7.41239
"ENSMUSG00000094256",7.857063,4.053651,4.516458,5.138005,5.037435,5.442927,5.998928,4.278434,5.330591
"ENSMUSG00000094257",2.900022,2.295228,2.74535,2.32141,2.197496,2.486354,2.006211,2.268337,1.655775
"ENSMUSG00000094259",2.626693,2.763408,3.072223,2.783774,2.947794,3.124661,3.482266,2.69401,2.389094
"ENSMUSG00000094270",0.8004288,0.9273562,2.228127,1.097666,0.8018075,1.409454,1.503409,0.9936119,0.9238904
